index,股票名称,发布时间,清洗后评论,情感,事件类型,置信度,关键词
14405,恒瑞医药,2026/3/22 8:16,"就看这个周末能不能出点实际的利好,要是真有利好,那么今天尾盘得上拉,下周一就已经",中性,市场情绪,2,利好、尾盘、轮动
14406,恒瑞医药,2026/3/22 10:03,"可以关注贝达药业,盘子不大。涨得肯定比恒瑞大",中性,其他,2,贝达药业、恒瑞
14407,恒瑞医药,2026/3/22 9:53,"市场行业轮动加快,均衡配置的中证A50指数才是王者",中性,行业政策,2,行业轮动、均衡配置、中证A50
14408,恒瑞医药,2026/3/22 1:18,牛不牛就完事了!!!说了不要悲观!!就一个字!!恒瑞现在就是给穷人翻身的机会不得,积极,市场情绪,3,牛、机会
14409,恒瑞医药,2026/3/22 2:55,恒瑞医药走势图显示:关键是市盈率60多倍的太高了!业绩成长太一般。尤其是他不符合,消极,业绩相关,3,市盈率、业绩成长、恒瑞
14410,恒瑞医药,2026/3/22 4:18,"中国新药研发成果斐然:受理数量创新高,PD-L1、EGFR、PD-1稳坐前三甲!",积极,行业政策,3,新药研发、受理创新高、PD-L1
14411,恒瑞医药,2026/3/22 2:51,怕啥!尾盘该加就加,积极,其他,2,尾盘加仓
14412,恒瑞医药,2026/3/22 3:19,"感谢哈要命,最近各类医药ETF都在减要命,加仓恒瑞。你的资金纯靠兄弟衬托。",消极,市场情绪,3,医药ETF减仓、加仓恒瑞
14413,恒瑞医药,2026/3/22 3:14,"这股就是这脾气,大盘跌它涨",消极,市场情绪,3,大盘跌它涨
14414,恒瑞医药,2026/3/22 2:45,"哈哈哈哈哈,",积极,其他,2,哈哈哈哈哈
14415,恒瑞医药,2026/3/22 3:04,"缺口未补,今天走势很强,庄家护盘明显,下周应有所表现,持股!",积极,市场情绪,3,护盘、持股、走势
14416,恒瑞医药,2026/3/22 3:02,"成本太高了t一下,希望早日回本",消极,其他,3,成本高、回本
14417,恒瑞医药,2026/3/22 2:46,"本来准备收盘加的,被郭嘉队拉起来了,那就算了",中性,市场情绪,2,收盘、拉升
14418,恒瑞医药,2026/3/22 2:28,"中证50ETF基金还真的可以弥补市场的空白,不偏科最好,毕竟现在市场轮动很快,叠",积极,行业政策,2,中证50ETF、市场轮动
14419,恒瑞医药,2026/3/22 2:20,医药大旗今日换旗手,中性,重大事项,2,医药、换旗手
14420,恒瑞医药,2026/3/22 1:30,请问今天缺口补了吗?,中性,其他,3,缺口、补涨、操作
14421,恒瑞医药,2026/3/22 11:39,上午急跌真没必要恐慌!我反而觉得跌下来了那倒好了今天就跌透!不然每天无法操作!更,积极,市场情绪,3,急跌、拉升、不恐慌
14422,恒瑞医药,2026/3/22 2:15,今天这么好的机会不补缺口,积极,业绩相关,3,补缺口、机会、补涨
14423,恒瑞医药,2026/3/22 2:11,"壮哉,大瑞瑞,危机时刻拉升",积极,市场情绪,3,危机、拉升、壮哉
14424,恒瑞医药,2026/3/22 1:54,"这么好的概念,盈利又不错,怎么也要表示下啊!快点涨起来,还差两毛不赔[捂脸]",积极,其他,3,概念、盈利、上涨
14425,恒瑞医药,2026/3/22 10:41,补缺口吧!补了我好满仓!,积极,市场情绪,3,看多、拉升、补缺口
14426,恒瑞医药,2026/3/22 1:47,"放量带头拉升,不愁没有跟风盘!",积极,市场情绪,3,放量、拉升、跟风盘
14427,恒瑞医药,2026/3/22 1:45,"你牛B,下面的口都不封住![看多]",积极,市场情绪,3,看多、牛B
14428,恒瑞医药,2026/3/22 1:06,就看下午了,中性,其他,2,下午
14429,恒瑞医药,2026/3/22 1:21,赶紧走,消极,市场情绪,3,赶紧走
14430,恒瑞医药,2026/3/22 1:16,恒王救业!!!,积极,市场情绪,3,救市、补缺、机会
14431,恒瑞医药,2026/3/22 10:07,这么好机会怎么不补优缺,积极,市场情绪,3,补优缺、机会
14432,恒瑞医药,2026/3/21 6:57,首先说一下如果明天跌破10均线就可以走人了!不是清仓!是减仓!但如果跌了后面就当,中性,其他,3,跌破、10均线、减仓
14433,恒瑞医药,2026/3/22 11:34,"以为跌倒底,原来还在半山腰,等不起了,再见",消极,市场情绪,3,半山腰、再见
14434,恒瑞医药,2026/3/22 11:11,再努力一下就补缺了[强壮],积极,市场情绪,3,补缺、努力
14435,恒瑞医药,2026/3/22 10:50,"每次买他就跌,不知道是我病了,还是它废了。",中性,市场情绪,2,买跌、抄底、涨停
14436,恒瑞医药,2026/3/22 10:19,"46.5加仓的,",中性,其他,2,加仓
14437,恒瑞医药,2026/3/22 9:47,恒瑞十点半涨停!,积极,市场情绪,3,涨停
14438,恒瑞医药,2026/3/22 9:48,"实在管不手的,等补完缺口再抄底",中性,市场情绪,2,缺口、抄底
14439,恒瑞医药,2026/3/21 5:43,还好今天有点零钱也买进去了,积极,其他,2,买进
14440,恒瑞医药,2026/3/22 10:13,跑赢大盘了!涨点试试呗!,积极,业绩相关,3,业绩暴涨、盈利、护城河
14441,恒瑞医药,2026/3/22 9:55,"佐力药业,业绩暴涨,国家保护秘密配方有极高的护城河,一季度是盈利,只有十几个点,",积极,业绩相关,3,跑赢大盘、涨点、业绩
14442,恒瑞医药,2026/3/22 12:06,"对于恒瑞,老夫只恨资金不足!",中性,管理层,2,恒瑞、资金不足
14443,恒瑞医药,2026/3/22 9:51,"补个缺口慢吞吞,假装强势诱多出货吗?纯属个人意见,不作为买卖指标[旺柴]",消极,造假,3,补缺口、诱多、出货
14444,恒瑞医药,2026/3/22 9:45,不缺口了,中性,其他,2,不缺口
14445,恒瑞医药,2026/3/22 9:44,"大盘要下去了,没法[大笑]",消极,市场情绪,3,大盘要下去
14446,恒瑞医药,2026/3/22 9:37,目前来看脸是啪啪啪啪啪啪啪啪得,消极,市场情绪,3,啪啪啪得
14447,恒瑞医药,2026/3/22 9:31,中国需要自己的原药,积极,行业政策,2,原药
14448,恒瑞医药,2026/3/22 9:20,做抗癌药的还不如一个搞影视的,消极,业绩相关,2,抗癌药
14449,恒瑞医药,2026/3/22 8:36,"佐力药业业绩暴涨,国家保护绝密配方,有极高的护城河,将开启翻倍行情",积极,业绩相关,3,"业绩暴涨,护城河,翻倍行情"
14450,恒瑞医药,2026/3/20 10:20,"拿了三年了,虽然是赚钱的,但有时候想想也挺绝望的,当每次看好它要突破向上,第二天",消极,市场情绪,3,绝望、突破向上、第二天
14451,恒瑞医药,2026/3/21 9:57,有人能解释一下14号为什么突然大涨吗?,中性,其他,2,突然大涨、14号
14452,恒瑞医药,2026/3/20 2:06,"老牛,,,,太高了等回调几天",积极,市场情绪,3,抄底、回调
14453,恒瑞医药,2026/3/21 9:58,"出了,抄底药明",积极,重大事项,2,抄底、药明
14454,恒瑞医药,2026/3/21 3:27,最后咋有个超大单成交了,中性,其他,2,超大单、成交
14455,恒瑞医药,2026/3/21 1:53,大哥带带药明,消极,市场情绪,3,失望、创新药、飘总
14456,恒瑞医药,2026/3/21 3:10,[捂脸]玩了一天归0,消极,市场情绪,3,玩一天归0
14457,恒瑞医药,2026/3/21 2:50,"市场的失望是明确的,创新药没啥起色。飘总真老了哎。",消极,行业政策,3,创新药、没啥起色
14458,恒瑞医药,2026/3/19 10:00,讨论讨论,中性,其他,3,讨论
14459,恒瑞医药,2026/3/21 2:01,刚上车。这么好的概念为啥不涨呢?,中性,市场情绪,3,概念、不涨
14460,恒瑞医药,2026/3/21 2:00,"董秘回复恒瑞医药:尊敬的投资者您好,公司会密切关注行业市场动态,积极利用新技术赋",积极,市场情绪,3,稳步前进
14461,恒瑞医药,2026/3/21 1:25,"不错啊,价格稳住了,缺口没补",积极,市场情绪,3,价格稳定
14462,恒瑞医药,2026/3/21 1:51,站稳缺口了[龙头][龙头][龙头][龙头],积极,市场情绪,3,站稳缺口
14463,恒瑞医药,2026/3/14 2:41,"悲伤的时候不沉沦,喜悦的时候不癫狂",中性,其他,3,情绪励志
14464,恒瑞医药,2026/3/21 1:38,"老大哥很稳,稳步前进!",积极,市场情绪,3,稳步前进
14465,恒瑞医药,2026/3/20 4:49,"这个行业,即将暴涨",积极,市场情绪,3,高开、暴涨、套人
14466,恒瑞医药,2026/3/21 11:40,今天又是量化在折腾几毛钱吗,消极,市场情绪,3,量化、折腾、大跌
14467,恒瑞医药,2026/3/21 11:40,"美联储不加息大半夜利空落地,开盘前都以为大A今天大涨想不到自己崩了扶不起的阿斗啊",消极,监管,3,美联储加息、利空、崩
14468,恒瑞医药,2026/3/21 11:02,兄弟们!兄弟们!今天高开又套了多少人!报个数!哈哈,消极,市场情绪,3,高开、套人、报数
14469,恒瑞医药,2026/3/21 11:00,"哈哈,今天高开又套了一波人",积极,市场情绪,3,高开、套人
14470,恒瑞医药,2026/3/21 10:29,赶紧下来补缺口!,消极,市场情绪,3,补缺口、下跌、横盘
14471,恒瑞医药,2026/3/21 9:55,",46.5加了,跌了1块下来,恶心",消极,市场情绪,3,下跌、恶心、补缺口
14472,恒瑞医药,2026/3/21 9:36,"我喊你一声垃圾你敢答应吗,垃圾恒瑞",消极,市场情绪,3,垃圾、恒瑞
14473,恒瑞医药,2026/3/21 9:17,今天补缺口?,中性,市场情绪,3,补缺口、横盘
14474,恒瑞医药,2026/3/21 10:04,"缺口不补。。也不向上,这是横盘出货还是整理?",中性,市场情绪,3,补缺口、横盘、整理
14475,恒瑞医药,2026/3/21 9:59,老大加油吧,积极,其他,2,加油
14476,恒瑞医药,2026/3/21 9:34,唯此深绿!!!,消极,市场情绪,3,唯此深绿
14477,恒瑞医药,2026/3/21 9:34,要多垃圾有多垃圾,消极,造假,3,垃圾
14478,恒瑞医药,2026/3/20 9:41,有人追光启技术的吗??,中性,其他,2,追光启技术
14479,恒瑞医药,2026/3/20 9:02,就这个季线的图形!你让我怎么看空!什么事都不能细看!!,中性,业绩相关,2,季线、看空
14480,恒瑞医药,2026/3/20 10:09,我在等41再补回去,中性,其他,2,41补回
14481,恒瑞医药,2026/3/20 11:43,"有个事没想明白,为何机构预估恒瑞23年基本都是46亿左右的利润?前三季度已达34",消极,业绩相关,3,"利润预估, 34亿"
14482,恒瑞医药,2026/3/20 10:01,"谁能告诉我,48.7买的。啥时候能回来[哭]。重仓",消极,市场情绪,3,"48.7, 重仓"
14483,恒瑞医药,2026/3/20 9:53,这中报估计又要失望了。,消极,业绩相关,3,"中报, 失望"
14484,恒瑞医药,2026/3/18 7:30,恒瑞医药(600276.SH):获得药物临床试验批准通知书,中性,重大事项,3,药物临床试验批准
14485,恒瑞医药,2026/3/20 9:21,"这次会跌到18,一定回到",积极,市场情绪,2,持股、涨到300、预感
14486,恒瑞医药,2026/3/19 5:00,"每股净资产只有六块,持有恒瑞医药的散户们应该想想现在的股价要腰斩几次,看看药明康",消极,业绩相关,3,每股净资产、腰斩、药明康
14487,恒瑞医药,2026/3/20 2:04,恒瑞年报稳了!今天已经说明了问题!缩量止跌!今天我都有预感!年报之际就是50.5,积极,重大事项,2,年报、缩量止跌、50.5
14488,恒瑞医药,2026/3/20 8:13,"大家放心持股,涨到300没问题的[大笑][大笑][大笑]",积极,市场情绪,2,放心持股、涨到300、大笑
14489,恒瑞医药,2026/3/20 2:32,"缺口回补完成,开拉了",中性,其他,2,缺口回补、开拉
14490,恒瑞医药,2026/3/20 11:48,今天又是缩量的一天!下午有机会我在买一点!博一个反弹!我觉得机会很大!至少我觉得,积极,市场情绪,3,反弹、机会、买
14491,恒瑞医药,2026/3/20 3:35,"今天累了,歇一歇",中性,其他,3,休息、缩量
14492,恒瑞医药,2026/3/20 3:08,这缺口算是补上吧吗,中性,其他,3,缺口、补上
14493,恒瑞医药,2026/3/20 3:15,明天缺上缺口了。接下来怎么走?,中性,市场情绪,3,缺口、策略
14494,恒瑞医药,2026/3/20 1:21,"的,恒瑞头顶100亿的套牢盘!有的走了!!",中性,其他,3,套牢盘、卖出
14495,恒瑞医药,2026/3/20 2:07,"中国苏州创新药物医学大会暨2024CMAC年会,公司大会有没有重磅研究成果发布。",中性,重大事项,3,"重磅研究成果,获批临床,产品管线扩充"
14496,恒瑞医药,2026/3/20 2:00,"康辰药业(603590)基本面分析:6家机构给予“好评”——KC1036青少年适应症获批临床试验,产品管线进一步扩充",积极,业绩相关,3,"机构好评,获批临床"
14497,恒瑞医药,2026/3/20 1:09,啥位置进合适,中性,其他,2,
14498,恒瑞医药,2026/3/19 1:22,缺口处44.68元低吸600276可以!,中性,市场情绪,2,"低吸,缺口"
14499,恒瑞医药,2026/3/20 1:35,"增设季度强制分红机制的摩根中证A50ETF(560350)太吸引人了,抓紧上车了",积极,行业政策,3,"强制分红,ETF上车"
14500,恒瑞医药,2026/3/20 12:05,没必要公开场合怨天尤地,中性,其他,3,
14501,恒瑞医药,2026/3/20 1:17,"的推出,将进一步推动指数基金的发展,A股核心资产已经具备相对较高的性价比,未来将",中性,行业政策,3,指数基金
14502,恒瑞医药,2026/3/20 11:57,有ai研制创新药的项目吗?,中性,其他,3,AI创新药
14503,恒瑞医药,2026/3/20 11:19,这和大盘走出了反向趋势牛。,中性,市场情绪,3,反向趋势牛
14504,恒瑞医药,2026/3/20 11:28,"缺口补了,那更不买了,因为不可能在缺口止跌、肯定还会往下,缺口只是个幌子",消极,市场情绪,3,缺口止跌
14505,恒瑞医药,2026/3/20 11:43,",赶紧跌",消极,市场情绪,3,赶紧跌
14506,恒瑞医药,2026/3/20 11:29,补缺后称王!,积极,市场情绪,2,补缺称王
14507,恒瑞医药,2026/3/20 11:28,"不要想了,我47卖了,成本54。等他42再买回来",中性,其他,3,卖出成本
14508,恒瑞医药,2026/3/20 11:10,补缺口了,中性,其他,2,补缺口
14509,恒瑞医药,2026/3/20 10:14,AI医药[赞][赞][赞],积极,行业政策,2,AI医药
14510,恒瑞医药,2026/3/20 11:26,真牛。,积极,市场情绪,3,真牛
14511,恒瑞医药,2026/3/20 10:44,谁踏嘛的压着不让涨?,消极,市场情绪,3,压着不让涨
14512,恒瑞医药,2026/3/20 11:13,"山高路远坑深,唯有恒瑞诱人是真,",积极,其他,2,恒瑞
14513,恒瑞医药,2026/3/20 11:02,"符合预期,缺口还没补,今天是哪个板块拖累了恒绿医药。",中性,业绩相关,3,符合预期
14514,恒瑞医药,2026/3/20 11:04,今天你们接盘了吗[围观],消极,市场情绪,3,接盘
14515,恒瑞医药,2026/3/20 10:57,"空头真厉害通过砸药明康德,把整个医药打下来,把大盘崩[赞][赞][赞][赞][赞",积极,市场情绪,3,砸药明康德、医药、大盘
14516,恒瑞医药,2026/3/20 10:33,"算了!今天如果不上走,这周估计有可能是周十子阴险!这样很尴尬了,就期盼年报能很振",中性,市场情绪,2,周十子阴险、年报
14517,恒瑞医药,2026/3/14 11:20,这股还得做T,中性,其他,2,做T
14518,恒瑞医药,2026/3/19 1:54,"所有人都说学习巴菲特,但每个人学习的点不一样,对于资金少,工作依然是主要收入来源",中性,其他,2,巴菲特、资金、工作
14519,恒瑞医药,2026/3/20 9:48,"这个股看来到49就要清仓啊,不回本也要大幅减仓,否则只能拍大腿看它从哪来跌回哪去",消极,其他,3,清仓、回本、减仓、跌
14520,恒瑞医药,2026/3/20 10:20,破产重组还有一点希望,中性,重大事项,3,破产重组
14521,恒瑞医药,2026/3/20 10:01,长江证券首次给予恒瑞医药买入评级 预计2023年净利润同比增长25.21%,积极,业绩相关,3,"买入评级,净利润增长"
14522,恒瑞医药,2026/3/20 10:08,"和百济差距大了,,,,,",消极,其他,2,差距大
14523,恒瑞医药,2026/3/20 10:06,主力流入一个亿,中性,其他,2,主力流入
14524,恒瑞医药,2026/3/20 9:57,"我相信恒瑞,就像我相信我的儿子一样",积极,其他,3,相信恒瑞
14525,恒瑞医药,2026/3/20 10:01,一块钱跌没了昨天加早了,消极,市场情绪,2,下跌、缺口、大盘
14526,恒瑞医药,2026/3/20 9:59,"看现在买入量太少,估计要到43",中性,其他,2,买入量、调整、估计
14527,恒瑞医药,2026/3/20 9:56,"这货跟跌不跟涨啊,调整欲望很强悍",消极,市场情绪,2,跟跌、调整、欲望
14528,恒瑞医药,2026/3/20 9:54,"给点面子,赶紧下来把缺口补了。",消极,重大事项,2,补缺口、下跌
14529,恒瑞医药,2026/3/20 9:48,"真的坑啊,大盘创新高了,唉!",消极,市场情绪,2,大盘、创新高、唉
14530,恒瑞医药,2026/3/20 9:45,要慢慢的击穿吗?,中性,市场情绪,2,缺口、补缺口、走势
14531,恒瑞医药,2026/3/20 9:40,"到底补缺口了,啊昨天加早了",中性,市场情绪,2,补缺口、加仓、走势
14532,恒瑞医药,2026/3/20 1:18,"你个业绩怎么给到60多倍pe?要60多倍pe,,业绩今年增速没超过50个点不可能",消极,业绩相关,3,业绩、PE、增速
14533,恒瑞医药,2026/3/20 9:37,今天45.03缺口补完可以放心大胆的往上走了,中性,市场情绪,2,缺口、补完、上涨
